	but672FWD_MM	but1031REV_MM	but672FWD_Melt	but1031REV_Melt	organism	definition	function
CAWW010000007	1	3	61.13111675296915	65.42440750281378	Firmicutes bacterium CAG:555,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAWW010000034	0	2	67.11081138919411	61.220452921703554	Firmicutes bacterium CAG:555,definition=coA.transferase	coA.transferase	unknown
CAWX010000059	3	1	64.25941507489784	63.5687317759855	Firmicutes bacterium CAG:83,definition=coA.transferase	coA.transferase	unknown
CAXO010000014	3	2	56.068437061438885	57.97676931915885	Porphyromonas sp. CAG:1061,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAXP010000007	0	0	60.47560464086865	61.15513994766195	Clostridium sp. CAG:81,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAXQ010000209	0	1	58.847882634201255	52.39289610122853	Eubacterium sp. CAG:146,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CAXQ010000250	1	1	54.315357487500194	53.997883066622705	Eubacterium sp. CAG:146,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CAXW010000053	3	4	57.96732289588806	64.06086573701111	Firmicutes bacterium CAG:114,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAXW010000132	2	1	67.52554634039979	63.76283135648487	Firmicutes bacterium CAG:114,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAXW010000144	1	2	66.4177718854175	64.55364405242585	Firmicutes bacterium CAG:114,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAXW010000291	0	1	67.13538887603465	65.42440750281378	Firmicutes bacterium CAG:114,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CAYB010000048	2	3	58.38852901971836	56.57302431827554	Alistipes sp. CAG:831,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAYM010000146	2	2	53.16827952717398	54.74721184062054	Clostridium sp. CAG:264,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CAYP010000060	1	3	59.69267748896709	57.28520024965866	Clostridium sp. CAG:678,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAYP010000060.79	2	4	58.13008590634104	61.20201258986668	Clostridium sp. CAG:678,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAYX010000346	0	1	59.62720762092795	65.73790869873073	Clostridium sp. CAG:149,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CAZK010000089	3	5	55.70553659514775	61.416210879016035	Odoribacter sp. CAG:788,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBAB010000152	0	1	64.37388247540042	62.997118917035095	Firmicutes bacterium CAG:129,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CBAO010000001	3	5	62.5789356605149	63.34944137936037	Alistipes finegoldii CAG:68,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBAQ010000109	3	6	53.64262361354372	58.496574884331835	Odoribacter laneus CAG:561,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBAV010000125	0	2	57.247309421593854	60.74895855425564	Clostridium sp. CAG:167,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBAW010000124	0	0	59.21118447459668	60.875539920077074	Coprococcus eutactus CAG:665,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CBAY010000197	4	3	64.56991912368096	65.42440750281378	Alistipes sp. CAG:53,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBAY010000209	3	5	61.771738258100925	65.2638928392958	Alistipes sp. CAG:53,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBAZ010000088	2	3	63.38102220629531	62.3798706203263	Alistipes sp. CAG:157,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBBC010000075	2	3	52.92585779471568	51.61254521688727	Fusobacterium sp. CAG:649,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBBC010000140	2	2	49.84028919733731	52.257263397844326	Fusobacterium sp. CAG:649,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CBBE010000022	1	3	59.758345483274866	61.08643651862104	Anaerotruncus sp. CAG:528,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CBBL010000028	0	0	58.055308993768506	58.34428742994601	Roseburia sp. CAG:197,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBCO010000003	3	1	60.29773438497284	60.81097073607219	Firmicutes bacterium CAG:176,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCO010000192	0	0	64.36519756455641	66.25310376563891	Firmicutes bacterium CAG:176,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCQ010000260	0	1	55.67987399841854	57.97676931915885	Clostridium sp. CAG:230,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCS010000059	3	1	59.63414020365133	58.5061045000312	Firmicutes bacterium CAG:238,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBCS010000070	7	3	54.241144759047984	59.70131697754056	Firmicutes bacterium CAG:238,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCT010000085	3	5	56.53914094033814	56.92053398427606	Bacteroides sp. CAG:709,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCX010000098	2	3	57.51578437770479	57.8356254674498	Firmicutes bacterium CAG:145,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBCZ010000084	2	2	59.388659889897724	57.71197598124104	Odoribacter splanchnicus CAG:14,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBCZ010000312	3	5	53.62821443527383	52.277761648422654	Odoribacter splanchnicus CAG:14,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBDD010000132	1	2	54.315357487500194	59.683468496371006	Eubacterium hallii CAG:12,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CBDI010000123	3	1	65.60242409466395	66.26958918950822	Oscillibacter sp. CAG:241,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBDR010000110	2	3	63.29315077568407	65.42440750281378	Firmicutes bacterium CAG:240,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBDR010000116	0	2	62.79847805008933	61.22696742833148	Firmicutes bacterium CAG:240,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBDU010000080	1	4	57.3281842758895	58.52071618415283	Clostridium sp. CAG:217,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBEI010000140	0	0	58.54571488174696	58.34428742994601	Clostridium sp. CAG:253,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBEK010000016	0	0	63.249093250832516	61.155139947661894	Acidaminococcus intestini CAG:325,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CBEK010000075	9	2	60.61001848596271	61.49406306510451	Acidaminococcus intestini CAG:325,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBET010000021	0	0	57.56150379580089	60.81097073607219	Roseburia sp. CAG:45,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFA010000021	1	0	60.53555404567658	57.86526795244532	Firmicutes bacterium CAG:466,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFA010000098	0	4	60.78366361701933	60.527025208206396	Firmicutes bacterium CAG:466,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBFA010000170	0	0	59.933259928570465	58.14413232875518	Firmicutes bacterium CAG:466,definition=coA.transferase	coA.transferase	unknown
CBFB010000067	0	2	64.36519756455641	65.42440750281372	Faecalibacterium sp. CAG:82,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFD010000011	1	6	55.984436366909506	59.97242055672251	Eubacterium sp. CAG:251,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBFE010000038	0	1	63.271389499663144	63.56873177598544	Anaerostipes sp. CAG:276,definition=acetyl.CoA hydrolase.transferase domain.containing protein	acetyl.CoA hydrolase.transferase domain.containing protein	unknown
CBFE010000127	1	3	61.99653806757328	62.05787815029407	Anaerostipes sp. CAG:276,definition=acetyl.CoA hydrolase.transferase domain.containing protein	acetyl.CoA hydrolase.transferase domain.containing protein	unknown
CBFK010000229	0	0	60.47560464086865	66.25310376563891	Clostridium sp. CAG:58,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFR010000097	3	5	60.235711959660364	52.44301668167026	Bacteroides sp. CAG:770,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBFT010000053	5	3	61.73908284646808	61.79611506717379	Oscillibacter sp. CAG:155,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBFT010000236	2	1	61.512776419676584	65.42440750281372	Oscillibacter sp. CAG:155,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
CBGD010000115	0	1	59.99628039822869	58.42235336719273	Roseburia sp. CAG:380,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBGE010000001	3	4	59.75302843413499	62.341391849729746	Alistipes sp. CAG:268,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBGN010000069	3	4	59.695331538379776	63.22358440888331	Alistipes sp. CAG:435,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBGS010000002	2	4	64.15721594255336	57.876916408385625	Alistipes sp. CAG:29,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBGX010000254	0	0	61.60374385497681	60.81097073607219	Roseburia sp. CAG:309,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CBGZ010000107	0	0	64.83809286363169	63.0266949498382	Clostridium sp. CAG:299,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBGZ010000319	7	1	65.2402235171283	58.15947733713659	Clostridium sp. CAG:299,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBHG010000299	6	2	69.3206935647408	57.75663863297922	Clostridium sp. CAG:43,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBHG010000403	0	0	57.15959490612482	61.15513994766195	Clostridium sp. CAG:43,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBHI010000052	4	2	62.10713891222963	60.599094015747426	Eggerthella sp. CAG:298,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBHI010000090	5	4	63.17209115030033	65.25215228324834	Eggerthella sp. CAG:298,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBHJ010000022	1	0	60.53555404567658	57.86526795244532	Clostridium sp. CAG:505,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBHJ010000257	0	0	59.933259928570465	58.14413232875518	Clostridium sp. CAG:505,definition=coA.transferase	coA.transferase	unknown
CBHK010000022	2	5	55.984436366909506	60.249841363518726	Firmicutes bacterium CAG:341,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBHM010000046	4	3	56.08255203460618	51.84673150054391	Eggerthella sp. CAG:368,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBHQ010000050	1	0	55.884516146879434	58.50610450003114	Clostridium sp. CAG:62,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CBHQ010000125	0	1	58.536766341900034	60.53470498868904	Clostridium sp. CAG:62,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBHU010000033	4	3	52.563414699467785	60.10946402404039	Bacteroides sp. CAG:462,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBIE010000025	3	4	58.33134509775152	60.32136711833215	Prevotella sp. CAG:485,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBJF010000034	4	2	60.956221057411085	62.92584785011559	Prevotella sp. CAG:873,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBJI010000093	3	5	57.21293640773274	63.34944137936037	Alistipes putredinis CAG:67,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBJK010000060	0	0	59.99628039822869	62.99711891703504	Clostridium sp. CAG:277,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBJL010000033	2	3	56.46406737302914	63.223584408883255	Subdoligranulum sp. CAG:314,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBJX010000096	8	5	61.81778229921042	59.3208946271061	Acidaminococcus sp. CAG:542,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBKT010000150	0	0	57.567230273750795	63.0266949498382	Roseburia sp. CAG:182,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBXI010000008	3	4	55.64513095312566	52.342011985731745	Clostridium tyrobutyricum DIVETGP,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CBXI010000040	3	3	51.911733559653044	51.94343138162094	Clostridium tyrobutyricum DIVETGP,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CCBF010000001	2	5	60.176157253678355	59.61155869112952	Mycobacterium mageritense DSM 44476,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CCBH010000165	4	4	59.392110541267584	61.790018933881925	Novosphingobium sp. KN65.2,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CCJP01000005	4	3	62.0772186704516	65.0635239444108	Polaromonas sp. CG9.12,definition=hypothetical protein	hypothetical protein	unknown
CCMO02000001	1	2	64.90095435603337	66.78952102687197	bacterium YEK0313,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CCSB01000002	3	4	59.14030799932351	53.58995595571406	Legionella massiliensis,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CCSB01000002.26	3	5	56.11112799406442	53.719500603338815	Legionella massiliensis,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CDNC01000017	0	3	57.561503795800945	57.23079044403312	Treponema phagedenis,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CELZ01000024	1	2	58.64756675916436	59.971629146873	Moorella glycerini,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIG01000001	3	3	60.7204565703683	57.44785052304138	Brenneria goodwinii,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CGIH01000002	1	2	57.07109998827559	60.39167945313807	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000004	2	3	58.30858928164548	54.39172246615533	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000004.12	3	3	51.81979727616425	52.79949748820411	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000004.22	1	2	57.186417909132956	60.0401913172733	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000010	2	3	56.46406737302914	55.16064252815312	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000012	0	1	58.536766341900034	63.92771609585594	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000013	1	3	58.368504579272724	59.389245674840026	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000013.83	2	3	58.82199282099771	53.56657405796528	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000020	4	0	57.99511304454364	60.87989977608191	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000021	1	5	57.3913156836868	56.93354791199425	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000021.8	6	4	51.7187557092476	57.04747788805082	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000026	2	0	50.71383086456069	58.14413232875518	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000026.76	5	3	54.84720475928026	56.375390580116004	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000029	2	5	58.39941437921425	51.846731500543854	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000031	1	1	62.66897030977111	54.491789831905976	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000042	1	1	56.13324304047086	57.6419974045786	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000042.81	1	2	59.392110541267584	60.039830003152076	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
