	BCoATscrF_MM	BCoATscrR_MM	BCoATscrF_Melt	BCoATscrR_Melt	organism	definition	function
CAWX010000059	6	11	61.363158316303895	63.237336712117724	Firmicutes bacterium CAG:83,definition=coA.transferase	coA.transferase	unknown
CAXO010000014	15	11	57.400100769122105	58.93767246400142	Porphyromonas sp. CAG:1061,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAXP010000007	2	2	62.065226502316534	61.120594543651634	Clostridium sp. CAG:81,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAXQ010000209	0	0	61.67362560867144	56.41452655421989	Eubacterium sp. CAG:146,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CAXQ010000250	11	9	59.605272856731574	54.74830832811409	Eubacterium sp. CAG:146,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CAXW010000053	15	11	67.20612872386863	68.67764491620477	Firmicutes bacterium CAG:114,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAXW010000132	17	10	64.0585381051593	62.26977716954855	Firmicutes bacterium CAG:114,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAXW010000144	16	9	62.28723361642807	72.22158265070874	Firmicutes bacterium CAG:114,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAXW010000291	7	3	72.50199723657079	67.4239063636993	Firmicutes bacterium CAG:114,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CAYB010000048	19	11	61.25275819160885	61.24531144366665	Alistipes sp. CAG:831,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CAYM010000146	9	11	61.202055667553054	56.34102898186018	Clostridium sp. CAG:264,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CAYP010000060	15	11	54.32597320024024	60.544083654176745	Clostridium sp. CAG:678,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAYP010000060.79	11	12	62.01830247207283	57.29823683012512	Clostridium sp. CAG:678,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CAYX010000346	2	1	62.567005622519844	60.70010372452316	Clostridium sp. CAG:149,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CAZK010000089	18	14	60.08290450469218	55.857394086319914	Odoribacter sp. CAG:788,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBAB010000152	6	5	69.22692272621543	63.92544797331419	Firmicutes bacterium CAG:129,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CBAO010000001	16	15	66.88692146181506	68.95733268052203	Alistipes finegoldii CAG:68,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBAQ010000109	16	15	57.4108907750134	49.982448815548935	Odoribacter laneus CAG:561,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBAV010000125	5	2	58.83707737660387	58.34656874449081	Clostridium sp. CAG:167,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBAW010000124	11	9	62.32066180622502	61.57573448703738	Coprococcus eutactus CAG:665,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CBAY010000197	16	17	66.00899124257592	70.21412132802038	Alistipes sp. CAG:53,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBAY010000209	16	15	64.88404040248668	68.99933149058921	Alistipes sp. CAG:53,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBAZ010000088	15	14	63.9160536598788	66.36845303362014	Alistipes sp. CAG:157,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBBC010000075	14	10	52.48020033939554	46.2889192114568	Fusobacterium sp. CAG:649,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBBC010000140	15	9	53.58401701054237	49.51041821327942	Fusobacterium sp. CAG:649,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CBBE010000022	14	11	57.76956086335957	57.937092773731024	Anaerotruncus sp. CAG:528,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CBBL010000028	2	2	61.663879343852955	57.8017079884973	Roseburia sp. CAG:197,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBCO010000003	10	9	64.68259960097248	57.86488653992842	Firmicutes bacterium CAG:176,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCO010000192	10	6	61.4031917727425	64.89945988814901	Firmicutes bacterium CAG:176,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCQ010000260	2	3	58.83707737660387	60.4884234666099	Clostridium sp. CAG:230,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCS010000059	15	7	63.579585125931885	58.936467023154876	Firmicutes bacterium CAG:238,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBCS010000070	14	13	56.192918253777464	53.307537907284484	Firmicutes bacterium CAG:238,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCT010000085	14	13	62.71044390380382	66.02651181516552	Bacteroides sp. CAG:709,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBCX010000098	15	8	62.64383656406915	60.38558831626051	Firmicutes bacterium CAG:145,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBCZ010000084	15	11	60.46614026583791	57.57008434698719	Odoribacter splanchnicus CAG:14,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBCZ010000312	17	14	59.78309130467392	47.184663734122466	Odoribacter splanchnicus CAG:14,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBDD010000132	11	9	58.26222089292219	56.61838610748964	Eubacterium hallii CAG:12,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CBDI010000123	7	8	60.97469821008269	59.682426352171206	Oscillibacter sp. CAG:241,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBDR010000110	14	12	63.92739177235518	62.25732026634512	Firmicutes bacterium CAG:240,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBDR010000116	10	9	60.908434227198654	61.743655402561046	Firmicutes bacterium CAG:240,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBDU010000080	14	9	67.62494219634397	68.3698641392835	Clostridium sp. CAG:217,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBEI010000140	5	2	61.23146622484103	58.32460201025094	Clostridium sp. CAG:253,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBEK010000016	10	4	65.04621079977471	57.15500215950158	Acidaminococcus intestini CAG:325,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CBEK010000075	12	12	60.84403325069667	61.144264317645366	Acidaminococcus intestini CAG:325,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBET010000021	3	2	63.807586592610505	57.45925603575603	Roseburia sp. CAG:45,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFA010000021	14	11	59.227837992559216	55.434439452594575	Firmicutes bacterium CAG:466,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFA010000098	18	14	57.2666963458646	60.98903045416955	Firmicutes bacterium CAG:466,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBFA010000170	13	9	61.48871847354934	56.31958881145931	Firmicutes bacterium CAG:466,definition=coA.transferase	coA.transferase	unknown
CBFB010000067	4	3	67.14493312704133	65.67766759820307	Faecalibacterium sp. CAG:82,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFD010000011	14	9	56.9668354250698	55.325810365764994	Eubacterium sp. CAG:251,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBFE010000038	2	1	63.11191835819466	58.2167883936566	Anaerostipes sp. CAG:276,definition=acetyl.CoA hydrolase.transferase domain.containing protein	acetyl.CoA hydrolase.transferase domain.containing protein	unknown
CBFE010000127	13	10	57.287241692859595	60.3348351062225	Anaerostipes sp. CAG:276,definition=acetyl.CoA hydrolase.transferase domain.containing protein	acetyl.CoA hydrolase.transferase domain.containing protein	unknown
CBFK010000229	1	4	64.90418634843695	65.33284073116363	Clostridium sp. CAG:58,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBFR010000097	14	14	60.08110539704825	56.86407556394607	Bacteroides sp. CAG:770,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBFT010000053	15	15	60.46549107702822	59.79376512365235	Oscillibacter sp. CAG:155,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBFT010000236	3	4	64.57836261989058	65.36032558639482	Oscillibacter sp. CAG:155,definition=acetyl.CoA hydrolase.transferase family protein	acetyl.CoA hydrolase.transferase family protein	unknown
CBGD010000115	3	1	65.61357641486802	60.01222681004651	Roseburia sp. CAG:380,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBGE010000001	16	15	65.19746010468043	68.91622562167532	Alistipes sp. CAG:268,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBGN010000069	14	14	62.47719223765017	64.67954939384026	Alistipes sp. CAG:435,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBGS010000002	16	15	64.17054064631463	67.89196159565512	Alistipes sp. CAG:29,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBGX010000254	3	1	63.803401200316955	57.82798350696737	Roseburia sp. CAG:309,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CBGZ010000107	2	6	66.92609329111917	65.90965173200306	Clostridium sp. CAG:299,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBGZ010000319	11	8	61.636602853013414	60.548789705133174	Clostridium sp. CAG:299,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBHG010000299	11	8	62.718177626099646	55.91415677909009	Clostridium sp. CAG:43,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBHG010000403	3	5	65.14331744164895	63.21346477547763	Clostridium sp. CAG:43,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBHI010000052	17	13	56.88441537453167	67.0572578984806	Eggerthella sp. CAG:298,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBHI010000090	17	10	68.36212881362479	56.37560481070358	Eggerthella sp. CAG:298,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBHJ010000022	14	11	59.227837992559216	55.434439452594575	Clostridium sp. CAG:505,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBHJ010000257	13	9	61.48871847354934	56.31958881145931	Clostridium sp. CAG:505,definition=coA.transferase	coA.transferase	unknown
CBHK010000022	15	10	56.43903812568789	57.387746033885946	Firmicutes bacterium CAG:341,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBHM010000046	20	13	57.61660249854623	61.63273750067236	Eggerthella sp. CAG:368,definition=putative uncharacterized protein	putative uncharacterized protein	unknown
CBHQ010000050	11	11	64.83035138455881	58.37196506237615	Clostridium sp. CAG:62,definition=putative butyryl.CoA:acetate CoA.transferase	putative butyryl.CoA:acetate CoA.transferase	unknown
CBHQ010000125	4	3	66.11548781935312	60.438626171465955	Clostridium sp. CAG:62,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBHU010000033	17	14	62.898664783183904	61.37010240511893	Bacteroides sp. CAG:462,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBIE010000025	16	15	61.21002028221392	63.174688778680945	Prevotella sp. CAG:485,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBJF010000034	15	17	63.616018324357185	68.2725268813025	Prevotella sp. CAG:873,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBJI010000093	16	14	65.19746010468043	66.3097346062981	Alistipes putredinis CAG:67,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBJK010000060	4	3	64.57836261989058	58.77381770143489	Clostridium sp. CAG:277,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CBJL010000033	13	12	66.362421888234	62.451815433047784	Subdoligranulum sp. CAG:314,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CBJX010000096	10	8	61.562168932144175	66.58189250610826	Acidaminococcus sp. CAG:542,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CBKT010000150	2	3	64.90418634843695	59.753703316579276	Roseburia sp. CAG:182,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CBXI010000008	17	7	53.47165415819768	56.746641693363074	Clostridium tyrobutyricum DIVETGP,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CBXI010000040	16	8	49.915670508087146	53.96998877877667	Clostridium tyrobutyricum DIVETGP,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CCBF010000001	18	14	64.43515254722638	66.8109017430316	Mycobacterium mageritense DSM 44476,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CCBH010000165	16	13	69.31908062420712	71.59246785134326	Novosphingobium sp. KN65.2,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CCJP01000005	17	12	66.65989251116986	65.22024009198219	Polaromonas sp. CG9.12,definition=hypothetical protein	hypothetical protein	unknown
CCMO02000001	8	13	67.95213778092995	64.41523086980351	bacterium YEK0313,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CCSB01000002	17	11	54.920454623057935	51.226035889751074	Legionella massiliensis,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CCSB01000002.26	17	16	57.24238950673504	58.99003633409376	Legionella massiliensis,definition=Succinyl.CoA:coenzyme A transferase	Succinyl.CoA:coenzyme A transferase	unknown
CDNC01000017	5	3	57.39684737079364	59.69064164903284	Treponema phagedenis,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CELZ01000024	15	8	64.27905997206608	65.94035377802822	Moorella glycerini,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIG01000001	17	10	60.97138553215569	62.82192432495839	Brenneria goodwinii,definition=4.hydroxybutyrate:acetyl.CoA CoA transferase	4.hydroxybutyrate:acetyl.CoA CoA transferase	unknown
CGIH01000002	11	8	57.74144993492956	54.94360212003835	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000004	16	10	56.88503478528412	52.902487037938215	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000004.12	14	12	56.68689273774265	51.925279949311005	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000004.22	17	12	62.545149218807126	55.73427292809055	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000010	12	10	59.743780497909654	55.01093096325633	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000012	11	11	60.81344303288063	59.63713194732753	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000013	10	11	58.05702230506637	56.5014310544837	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000013.83	10	14	56.85919064992129	52.698984589553106	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000020	15	11	49.40258970704667	50.5215811787192	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000021	13	10	60.21111357640808	56.87579823353417	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000021.8	15	12	54.47946120374968	59.741611227288274	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000026	14	8	61.20602246818578	55.059048749389035	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000026.76	19	9	56.12974954100997	54.0233944460021	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000029	15	11	62.92824854043721	60.013211565496135	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000031	6	6	61.34032426517666	54.59678100424907	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CGIH01000042	11	9	58.912784419808816	53.721756442008314	Syntrophomonas zehnderi OL.4,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
